Accession,Organism_Name,GenBank_RefSeq,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
PQ585621.1,Influenza A virus,GenBank,,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW63494,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1557,partial,H5N1,5,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW63494/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ585622.1,Influenza A virus,GenBank,,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW63494,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H5N1,1,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW63494/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ585623.1,Influenza A virus,GenBank,,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW63494,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW63494/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ585624.1,Influenza A virus,GenBank,,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW56071,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1557,partial,H5N1,5,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW56071/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ585625.1,Influenza A virus,GenBank,,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW56071,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1027,partial,H5N1,7,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW56071/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PQ585626.1,Influenza A virus,GenBank,,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW56071,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW56071/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ585627.1,Influenza A virus,GenBank,GCA_046436165.1,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW32495,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1432,partial,H5N1,6,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW32495/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PQ585628.1,Influenza A virus,GenBank,GCA_046436165.1,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW32495,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1557,partial,H5N1,5,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW32495/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ585629.1,Influenza A virus,GenBank,GCA_046436165.1,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW32495,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2208,partial,H5N1,3,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW32495/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PQ585630.1,Influenza A virus,GenBank,GCA_046436165.1,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW32495,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H5N1,1,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW32495/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ585631.1,Influenza A virus,GenBank,GCA_046436165.1,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW32495,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2321,partial,H5N1,2,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW32495/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PQ585632.1,Influenza A virus,GenBank,GCA_046436165.1,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW32495,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1757,partial,H5N1,4,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW32495/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PQ585633.1,Influenza A virus,GenBank,GCA_046436165.1,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW32495,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1027,partial,H5N1,7,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW32495/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PQ585634.1,Influenza A virus,GenBank,GCA_046436165.1,,"Roychoudhury,P., Xie,H., Ellis,S.E., Dang,T., Murray,T., Hiatt,B., Black,A., Greninger,A.","University of Washington, Laboratory Medicine and Pathology",USA,2024-11-13,UW32495,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),838,partial,H5N1,8,,USA: Washington,USA,WA,Homo sapiens,swab,2024-10-18,,,"Influenza A virus (A/Washington/UW32495/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ573551.1,Influenza A virus,GenBank,,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),865,partial,H5N1,8,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/239/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ573552.1,Influenza A virus,GenBank,,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H5N1,2,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/239/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PQ573553.1,Influenza A virus,GenBank,,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1002,partial,H5N1,7,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/239/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PQ573554.1,Influenza A virus,GenBank,,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1751,partial,H5N1,4,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/239/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PQ573555.1,Influenza A virus,GenBank,,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1433,partial,H5N1,6,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/239/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PQ573556.1,Influenza A virus,GenBank,,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1540,partial,H5N1,5,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/239/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ573557.1,Influenza A virus,GenBank,,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2208,partial,H5N1,3,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/239/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PQ573558.1,Influenza A virus,GenBank,GCA_046435525.1,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1002,partial,H5N1,7,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/240/2024(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds"
PQ573559.1,Influenza A virus,GenBank,GCA_046435525.1,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2208,partial,H5N1,3,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/240/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PQ573560.1,Influenza A virus,GenBank,GCA_046435525.1,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H5N1,2,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/240/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PQ573561.1,Influenza A virus,GenBank,GCA_046435525.1,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2316,partial,H5N1,1,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/240/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ573562.1,Influenza A virus,GenBank,GCA_046435525.1,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1751,partial,H5N1,4,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/240/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PQ573563.1,Influenza A virus,GenBank,GCA_046435525.1,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1433,partial,H5N1,6,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/240/2024(H5N1)) segment 6 neuraminidase (NA) gene, complete cds"
PQ573564.1,Influenza A virus,GenBank,GCA_046435525.1,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1540,partial,H5N1,5,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/240/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
PQ573565.1,Influenza A virus,GenBank,GCA_046435525.1,,"Kirby,M.K., Steel,J., Garten,R., Davis,T., Dugan,V., DaSilva,J., Liddell,J., Frederick,J.C., Di,H., Sheffield,S., Radford,K., De La Cruz,J., Keong,L., Jang,Y., Shu,B., Schatzman,S., Nguyen,H., Murray,T., Dang,T., Hiatt,B.","Centers for Disease Control and Prevention, WHO Collaborating Center for Surveillance, Epidemiology and Control of Influenza, Influenza Division",USA,2024-11-08,,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),865,partial,H5N1,8,,USA: Washington,USA,WA,Homo sapiens,,2024-10-18,,PRJNA1095491,"Influenza A virus (A/Washington/240/2024(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds"
PQ576364.1,Influenza A virus,GenBank,GCA_046436425.1,SRR31167903,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-11-08,24-031478-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2280,partial,H5N1,1,,USA: OR,USA,OR,Anatidae,feces,2024-10-22,SAMN44493034,PRJNA980729,"Influenza A virus (A/Duck/OR/24-031478-003-original/2024(H5N1)) segment 1 polymerase PB2 (PB2) gene, complete cds"
PQ576365.1,Influenza A virus,GenBank,GCA_046436425.1,SRR31167903,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-11-08,24-031478-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2274,partial,H5N1,2,,USA: OR,USA,OR,Anatidae,feces,2024-10-22,SAMN44493034,PRJNA980729,"Influenza A virus (A/Duck/OR/24-031478-003-original/2024(H5N1)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds"
PQ576366.1,Influenza A virus,GenBank,GCA_046436425.1,SRR31167903,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-11-08,24-031478-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),2151,partial,H5N1,3,,USA: OR,USA,OR,Anatidae,feces,2024-10-22,SAMN44493034,PRJNA980729,"Influenza A virus (A/Duck/OR/24-031478-003-original/2024(H5N1)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes, complete cds"
PQ576367.1,Influenza A virus,GenBank,GCA_046436425.1,SRR31167903,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-11-08,24-031478-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1704,partial,H5N1,4,,USA: OR,USA,OR,Anatidae,feces,2024-10-22,SAMN44493034,PRJNA980729,"Influenza A virus (A/Duck/OR/24-031478-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"
PQ576368.1,Influenza A virus,GenBank,GCA_046436425.1,SRR31167903,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C., Lakin,S.","USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories, National Veterinary Services Laboratories",USA,2024-11-08,24-031478-003-original,Alphainfluenzavirus influenzae,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),1497,partial,H5N1,5,,USA: OR,USA,OR,Anatidae,feces,2024-10-22,SAMN44493034,PRJNA980729,"Influenza A virus (A/Duck/OR/24-031478-003-original/2024(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds"
